code,date,prev,after,段_前,段_后,勾选,方向,翻面
002756,2017-12-22,31700.625,35504.7,"27,896.55 万元至35,504.70 万元","32,968.65 万元–38,040.75 万元",扭亏为盈,好→更好,0.0
002757,2017-01-07,5640.85,6267.610000000001,"5,014.09 万元-6,267.61 万元","5,515.50 万元–7,019.72 万元",扭亏为盈,好→更好,0.0
002759,2017-01-24,5957.38,7625.445,"5,063.77万元至6,850.99万元",6910.56 万元–8340.33 万元,同向上升,好→更好,0.0
002760,2017-01-26,1225.0,1075.0,"1,050 万元至 1,400 万元",950 万元–1200 万元,,坏→更坏,0.0
002760,2018-01-25,-1900.0,-3059.505,"-2,300 万元至-1,500 万元","2,803.76 万元–3,315.25 万元",,坏→更坏,0.0
002760,2019-01-30,2350.0,3000.0,"1,900 万元至2,800 万元","2,700 万元–3,300 万元",,好→更好,0.0
002761,2019-01-15,4974.545,3123.545,"4,396.11 万元至5,552.98 万元","2,545.11 万元-3,701.98 万元",,坏→更坏,0.0
002762,2018-01-30,,9458.24,,"8,730.68 万元至10,185.80 万元",扭亏为盈,,
002762,2019-01-31,9156.71,7325.370000000001,"8,241.04 万元至10,072.38 万元","6,409.70 万元–8,241.04 万元",同向上升,坏→更坏,0.0
002765,2019-01-31,5650.695,1255.71,"3,767.13 万元～7,534.26 万元","0.00 万元～2,511.42 万元",,坏→更坏,0.0
002765,2020-01-23,-6750.0,-14250.0,"-7,500.00 万元～-6,000.00 万元","13,500.00 万元～15,000.00 万元",,坏→更坏,0.0
002765,2021-01-30,,6000.0,,"5,000 万元–7,000 万元",,,
002766,2019-01-31,1500.0,-31500.0,"500 万元至2,500 万元","25,000 万元–38,000 万元",,坏→更坏,1.0
002766,2021-01-30,-27500.0,,"30,000 万元–25,000 万元",,,,
002766,2021-03-24,,-80000.0,,"-95,000 万元–-65,000 万元",其他,,
002769,2026-04-22,,,,,,,
002770,2017-01-26,10634.48,9667.71,"9,667.71 万元至11,601.25 万元",8700.94 万元–10634.48 万元,,坏→更坏,0.0
002772,2020-01-14,3750.0,6950.0,"3,000.00 万元–4,500.00 万元","6,400.00 万元–7,500.00 万元",同向上升,好→更好,0.0
002775,2025-04-04,-10375.0,,"-11,250万元至-9,500万",,,,
002776,2019-01-16,,,,,扭亏为盈,,
002776,2021-04-30,-77500.0,,"88,000 万元-67,000 万元",,亏损,,
002776,2023-04-06,,11500.0,,"11,000 万元-12,000 万元",亏损,,
002777,2017-01-14,,,,,扭亏为盈,,
002778,2019-01-29,,2146.925,,1686.87 万元–2606.98 万元,,,
002780,2018-01-31,1050.0,-375.0,200万元至1900万元,"-1,250万元 至 500万元",同向上升,坏→更坏,1.0
002780,2021-04-13,3400.0,-3400.0,"2,900 万元至3,900 万元","2,900 万元–3,900 万元",,坏→更坏,1.0
002781,2022-04-26,,,,,,,
002781,2023-04-26,,-2750.0,,2000 万元–3500 万元,,,
002782,2017-02-28,6862.355,,"6,290.49 万元至7,434.22 万元",,扭亏为盈,,
002782,2022-04-15,9000.0,,"8,000 万元 — 10,000 万元",,,,
002785,2018-01-31,2500.0,1850.0,"2,200 万元—2,800 万元","1,600 万元–2,100 万元",,坏→更坏,0.0
002785,2018-04-27,,,,,,,
002787,2019-01-28,7929.19,5800.0,"6,529.92 万元至9,328.46 万元","4,800 万元—6,800 万元",同向上升,坏→更坏,0.0
002789,2023-04-15,1250.0,,"1,000 万元–1,500 万元",,,,
002798,2019-01-19,,37349.695,,"35,986.57 万元-38,712.82 万元",,,
002798,2022-04-23,,,,,,,
002800,2018-01-31,5490.0,4164.0,4600 万元至6380 万元,3721 万元—4607 万元,扭亏为盈,坏→更坏,0.0
002800,2020-01-31,3200.0,2250.0,"2,700 万元至3,700 万元",1800 万元—2700 万元,扭亏为盈,坏→更坏,0.0
002800,2023-04-26,1300.0,,"1,100 万元至1,500 万元",,,,
002808,2018-01-31,,3283.775,,"2,668.07 万元–3,899.48 万元",同向上升,,
002811,2017-01-25,11505.535,9040.06,"9,861.89万元至13,149.18万元","7,122.47 万元至10,957.65 万元",,坏→更坏,0.0
002811,2018-01-27,8230.115,10520.404999999999,"6,749.09万元至9,711.14万元","8,901.88 万元至12,138.93 万元",,好→更好,0.0
002813,2017-02-20,,2535.0,,"902万元至4,168万元",同向上升,,
002813,2019-01-26,-3500.0,1600.0,3000万元至4000万元,1000万元至2200万元,同向上升,好→更好,1.0
002813,2020-01-21,-13500.0,15000.0,"-12,000万元至-15,000万元","13,000万元至17,000万元",亏损,好→更好,1.0
002813,2020-04-20,-22500.0,-33000.0,"18,000万元至27,000万元","30,000万元至36,000万元",亏损,坏→更坏,0.0
002813,2020-12-01,-6000.0,,"-7,000万元至-5,000万元",,亏损,,
002816,2017-01-24,3900.0,3150.0,"3,650 万元至4,150 万元","3,000 万元–3,300 万元",,坏→更坏,0.0
002816,2019-01-31,,,,,,,
002816,2021-04-15,,,500 万元至 750 万元,500 万元– 750 万元,,,
002816,2023-04-06,-7700.0,,"6,400 万元至9,000 万元",,,,
002816,2025-04-29,,-1100.0,,"4,300 万元--6,500 万",,,
002823,2022-01-18,1200.0,,"900 万元–1,500 万",,,,
002824,2019-01-30,3400.0,2100.0,"2,800 万元～4,000 万元","1,700 万元– 2,500 万元",同向下降,坏→更坏,0.0
002829,2019-01-31,,2150.0,,1800 万元至2500 万元,同向上升,,
002831,2018-01-09,,93168.0,,"91,856 万元–94,480 万元",扭亏为盈,,
002831,2019-01-19,,95519.85,,"93,190.1 万元–97,849.6 万元",同向下降,,
002836,2021-04-21,-8800.0,,"7,550.00 万元–10,050.00 万元",,扭亏为盈,,
002840,2019-01-31,13622.265,15280.630000000001,"12,437.72万元—14,806.81万元","13,977.63万元—16,583.63万元",,好→更好,0.0
002840,2022-02-26,1250.0,,"1,000万元-1,500 万元",,,,
002847,2019-01-31,,,,,扭亏为盈,,
002848,2018-01-31,,2402.5,,"1,500.00 万元至3,305.00 万元",,,
002848,2019-01-31,-4050.0,-6600.0,"-5,265 万元至-2,835 万元","5,500 万元至7,700 万元",,坏→更坏,0.0
002848,2023-03-29,300.0,,240 万元- 360 万元,,,,
002850,2018-01-27,23266.775,17250.0,"19,776.76 万元—26,756.79 万元","16,500 万元—18,000 万元",同向下降,坏→更坏,0.0
002853,2018-01-31,12255.585,10723.64,"10,942.49 万元至13,568.68 万元","10,067.09 万元至11,380.19 万元",,坏→更坏,0.0
002855,2023-04-21,,,,,,,
002856,2020-04-01,835.0,-1600.0,"670 万元–1,000 万元","1,300 万元–1,900 万元",,坏→更坏,1.0
002856,2026-03-18,-9375.0,,"-11,250 万元至-7,500 万元",,,,
002858,2019-01-31,5500.0,4381.22,"4,800万元至6,200万元","4,077.73 万元–4,684.71 万元",扭亏为盈,坏→更坏,0.0
002862,2022-04-28,,,,,,,
002863,2019-01-23,7427.0,6700.0,6940万元—7914万元,6350 万元—7050 万元,扭亏为盈,坏→更坏,0.0
002868,2025-04-24,,,"43,000 万元–35,000 万元","43,000 万元–35,000 万元",,,
002871,2019-01-30,6527.725,7590.375,"6,072.30 万元至6,983.15 万元","7,286.76 万元–7,893.99 万元",扭亏为盈,好→更好,0.0
002875,2018-01-29,8900.71,7120.5650000000005,"8,307.33 万元至9,494.09 万元","6,329.39 万元～7,911.74 万元",,坏→更坏,0.0
002875,2022-03-26,1700.0,,"1,400 万元–2,000 万元",,,,
002884,2018-01-30,14500.0,18011.0,"13,000 万元至16,000 万元","15,760 万元– 20,262 万元",,好→更好,0.0
002888,2023-04-18,,,150 万元–350 万元,150 万元–350 万,,,
002898,2021-04-27,,-6400.0,,"-7,500 万元– -5,300 万元",同向上升,,
002898,2022-04-21,,-1312.5,,"875 万元–1,750 万元",,,
002898,2023-04-15,-2000.0,26000.0,"1,500 万元至2,500 万","25,000 万元–27,000 万元",,好→更好,1.0
002898,2025-03-15,,610.0,,510 万元–710 万,,,
002903,2020-01-21,,500.0,,400 万元–600 万元,,,
002906,2019-01-30,5500.0,-500.0,"4,000 万元至7,000 万元","-4,000 万元 至 5,000 万元",同向下降,坏→更坏,1.0
002916,2019-01-08,58250.695,69452.76000000001,"53,769.87 万元至 62,731.52 万元","67,212.35 万元-71,693.17 万元",扭亏为盈,好→更好,0.0
002922,2020-12-31,,,"13,500万元至15,000万元","13,500 万元—15,000 万元",同向上升,,
002927,2026-04-11,1000.0,,"850 万元至1,150 万元",,,,
002932,2019-01-29,7204.1849999999995,6221.795,"6,549.26 万元至 7,859.11 万元","5,894.33 万元–6,549.26 万元",,坏→更坏,0.0
002932,2026-03-23,1500.0,6250.0,"1,200 万元~1,800 万元","5,000 万元-7,500 万元",,好→更好,0.0
002936,2019-01-28,449402.5,301741.69999999995,"428,002.4 万元至470,802.6 万元","291,041.6 万元至312,441.8 万元",同向上升,坏→更坏,0.0
002940,2021-01-29,,20209.0,,"18,525 万元–21,893 万元",,,
002943,2020-03-10,2200.0,1475.0,"1900 万元–2,500 万元","1,350.00 万元–1,600.00 万元",同向上升,坏→更坏,0.0
002945,2024-03-19,,,,,,,
002957,2022-04-25,6750.0,,"5,500 万元-8,000 万元",,,,
002996,2025-04-01,8950.0,,"7,400 万元—10,500 万元",,,,
003003,2023-04-25,750.0,-350.0,600 万元-900 万元,300 万元-400 万,,坏→更坏,1.0
003004,2025-04-30,-2500.0,,"2,200 万元–2,800 万元",,,,
003012,2022-04-23,4250.0,,"3,400 万元–5,100 万元",,,,
200468,2017-04-24,650.0,,500 万元–800 万元,,,,
300002,2017-01-26,,57971.295,,"52,701.17万元—63,241.42万元",,,
300010,2024-03-22,35000.0,3150.0,"32,000.00 万元—38,000.00 万元","2,870.00万元—3,430.00万元",,坏→更坏,0.0
300013,2022-03-03,-10750.0,,"8,000 万元–13,500 万元",,,,
300022,2021-04-21,,,500 万元-700 万元,500 万元–700 万元,,,
300022,2025-01-24,,,,,,,
300024,2021-03-31,15817.9,,"12,888.66 万元 – 18,747.14 万元",,,,
300025,2019-01-30,350.0,1000.0,100 万元～600 万元,750 万元–1250 万元,,好→更好,0.0
300025,2019-01-31,350.0,1000.0,100 万元～600 万元,750 万元–1250 万元,,好→更好,0.0
300026,2025-04-22,,,,,,,
300029,2018-01-31,750.0,6750.0,500万元～1000万元,6500 万元～7000 万元,亏损,好→更好,0.0
300029,2020-02-26,5750.0,-7750.0,5500万元～6000万元,7500 万元～8000 万元,亏损,坏→更坏,1.0
300029,2021-04-21,,7071.5,,5994 万元–8149 万,,,
300029,2025-03-12,,,,,,,
300029,2026-04-28,,,,,,,
300032,2022-04-19,-7700.0,250.0,"4,100 万元—11,300 万元",200 万元—300 万元,,好→更好,1.0
300044,2022-04-21,108955.0,,"100,100.00 万元至117,810.00 万元",,,,
300044,2023-04-25,35810.0,,"29,560.00 万元至42,060.00 万元",,,,
300053,2021-01-29,13600.0,,"12,000 万元–15,200 万元",,亏损,,
300061,2019-04-19,,,,,,,
300062,2018-04-23,,,,,,,
300064,2020-04-04,8188.9,-500000.0,"6,743.80 万元～9,634.00 万元","450,000.00 万元～550,000.00 万元",,坏→更坏,1.0
300068,2018-01-16,54341.66,41167.925,"49,401.51 万元～59,281.81 万元","36,227.77 万元～46,108.08 万元",,坏→更坏,0.0
300071,2024-04-23,,,,,,,
300076,2018-01-31,-10700.0,-10704.0,"-11,700 万元至-9,700 万元","-10,954 万元至-10,454 万元",亏损,坏→更坏,0.0
300076,2026-04-17,,12300.0,,"10,200 万元-14,400 万元",,,
300077,2019-02-28,2250.0,-46250.0,"2,000.00 万元—2,500.00 万元","46,000.00 万元—46,500.00 万元",,坏→更坏,1.0
300080,2021-02-01,1750.0,,"1,500 万元至2,000 万元",,,,
300080,2021-03-29,-13475.0,625.0,"13,350 万元–13,600 万元",500 万元–750 万元,,好→更好,1.0
300082,2023-04-17,,,,,,,
300084,2022-04-16,,28550.0,,"28,400 万元–28,700 万元",,,
300085,2020-04-29,,,,,同向上升,,
300092,2017-01-20,2350.0,,2100万元—2600万元,,亏损,,
300093,2025-04-29,-69000.0,,"-62,000 万元至-76,000 万元",,,,
300094,2022-04-18,-750.0,,"500万元-1,000万元",,,,
300094,2023-04-18,3350.0,,"2,700 万元至 4,000 万元",,,,
300094,2024-04-19,-41500.0,,"36,000万元至47,000万元",,,,
300096,2024-03-25,74500.0,,"65,000.00 万元–84,000.00 万元",,,,
300103,2022-04-12,8250.0,,"6,850 万元-9,650 万元",,,,
300105,2018-01-09,,,,,,,
300105,2020-01-13,,1325.0,,1200 万元–1450 万元,,,
300105,2022-04-01,500.0,,400 万元–600 万元,,,,
300109,2022-04-20,1550.0,,"1,400 万元–1,700 万元",,,,
300116,2024-04-25,-17250.0,,"14,800.00 万元–19,700.00 万元",,,,
300125,2017-02-28,,,,,,,
300125,2024-04-10,,,,,,,
300128,2019-01-31,,8500.0,,"7,000 万元至10,000 万元",亏损,,
300130,2020-01-21,11370.65,24500.0,"9,491.3 万元至13,250 万元","23,000 万元 至26,000 万元",,好→更好,0.0
300140,2020-04-24,-392.0450000000001,-250.0,3817.58 万元--4601.67 万元,3000 万元--3500 万元,亏损,好→更好,0.0
300142,2018-01-13,4050.0,-53600.0,"3,000万元～5,100万元","53,350 万元～53,850 万元",亏损,坏→更坏,1.0
300147,2026-04-22,,,,,,,
300152,2018-10-12,,,,,,,
300152,2018-10-15,,,"-6,700 万元至 -6,200 万元","-6,700 万元至 -6,200 万元",亏损,,
300152,2025-04-22,,,,,,,
300155,2024-04-17,-1625.0,,"1,300 万元–1,950 万元",,,,
300159,2021-04-15,105000.0,115000.0,"90,000 万元至120,000 万元","107,000 万元–123,000 万",,好→更好,0.0
300162,2017-02-28,5351.565,4392.495,"5,048.65 万元 –5,654.48 万元","4,093.01 万元 –4,691.98 万元",,坏→更坏,0.0
300163,2018-03-30,,,,,,,
300163,2020-01-16,,2982.13,,2737.13 万元-3227.13 万元,亏损,,
300163,2020-04-16,,,,,,,
300163,2024-04-24,-731.73,,-975.53 万元至-487.93 万元,,,,
300163,2025-03-27,1072.4,,858.40 万元至1286.40 万元,,,,
300164,2020-04-20,9150.0,4550.0,"8,900万元—9,400万元","4,300万元—4,800万元",,坏→更坏,0.0
300166,2024-04-09,-30500.0,,"26,000 万元–35,000 万元",,,,
300167,2020-01-23,1550.0,2250.0,"1,300万元-1,800万元","2,000 万元—2,500 万元",亏损,好→更好,0.0
300167,2024-04-23,,,,,,,
300167,2026-04-27,,,,,,,
300169,2018-04-13,,,,,,,
300169,2026-04-23,2600.0,,"2,100 万元至3,100 万元",,,,
300173,2020-01-23,2450.0,1450.0,"2,200 万元—2,700 万元","1,200 万元—1,700 万元",,坏→更坏,0.0
300173,2020-04-27,1450.0,-14889.0,"1,200 万元—1,700 万元","14,639 万元—15,139 万元",,坏→更坏,1.0
300174,2019-01-31,9491.955,8031.66,"9,005.19万元-9,978.72万元","7,301.51 万元-8,761.81 万元",扭亏为盈,坏→更坏,0.0
300175,2021-04-26,-8351.0,-8600.0,"7,351 万元-9,351 万元","7,600 万元-9,600 万元",,坏→更坏,0.0
300180,2020-04-24,,25110.81,,"20,679.49 万元- 29,542.13 万元",同向上升,,
300182,2021-04-23,-40500.0,,"33,000 万元至48,000 万元",,,,
300199,2021-04-10,2500.0,75000.0,"2,000万元–3,000万元","70,000 万元–80,000 万元",,好→更好,0.0
300205,2022-04-26,6950.0,,"5,600 万元至8,300 万元",,,,
300209,2024-04-23,-31500.0,-47300.0,"27,000 万元–36,000 万元","42,600 万元–52,000 万元",,坏→更坏,0.0
300221,2018-12-26,,,,,,,
300222,2022-03-25,,,,,,,
300227,2025-03-14,,,500 万元～750 万元,500 万元～750 万元,,,
300232,2021-04-06,24000.0,,"20,000 万元—28,000 万元",,,,
300237,2022-04-18,-25000.0,,"21,000万元–29,000万元",,,,
300237,2022-04-22,,-25000.0,,21000 万元~29000 万元,,,
300241,2020-02-10,-12000.0,,"-10,500 万元至-13,500 万元",,亏损,,
300245,2021-04-15,,,"6,300万元–7,200万","6,300万元–7,200万元",扭亏为盈,,
300251,2022-04-22,-2500.0,67000.0,"17,000 万元--22,000 万元","63,000 万元-71,000 万元",,好→更好,1.0
300255,2025-04-22,-15000.0,,"12,000 万元–18,000 万元",,,,
300256,2023-04-25,13750.0,,"11,000 万元至16,500 万元",,,,
300262,2018-02-28,23601.775,16204.2,"21,840.45 万元-25,363.10 万元","14,090.61 万元–18317.79 万元",,坏→更坏,0.0
300262,2021-03-31,,,45 万元至67 万元,45 万-67 万,,,
300262,2022-04-25,,,,,,,
300265,2020-02-28,,,3732 万元—4665 万元,3732 万元—4665 万元,同向上升,,
300269,2023-04-20,-3750.0,-5500.0,"3,000 万元-4,500 万元","4,500 万元-6,500 万元",,坏→更坏,0.0
300270,2020-01-21,637.755,-8150.0,158.81万元～1116.70万元,8400.00 万元～7900.00 万元,亏损,坏→更坏,1.0
300270,2020-02-05,,,,,,,
300272,2021-04-13,,,"1,350 万元至2,000 万元","1,350 万元–2,000 万元",同向上升,,
300278,2021-04-22,,-20050.0,,"-29,650 万元至-10,450 万元",,,
300279,2021-04-19,1650.0,265.0,"1,450 万元–1,850 万元",250 万元-280 万元,同向下降,坏→更坏,0.0
300280,2018-02-28,,590.0,,560.00万元至620.00万元,,,
300281,2023-03-17,247.575,,198.06 万元–297.09 万元,,,,
300289,2021-04-16,,,550 万元-800 万元,550万元至800万元,,,
300297,2021-04-30,,,"2,000.00 万元–3,000.00 万元","2,000.00 万元–3,000.00 万元",,,
300299,2021-04-16,3800.0,,"3,100 万元—4,500 万元",,,,
300300,2020-02-28,,-74750.0,,"74,500 万元–75,000 万元",亏损,,
300301,2017-02-28,6250.0,-5450.0,"5,500万元至7,000万元","5,200万元-5,700万元",亏损,坏→更坏,1.0
300301,2021-04-24,,,600万元–800万元,600万元-800万元,,,
300302,2023-04-27,,,,,,,
300306,2018-04-23,,,,,,,
300313,2021-04-17,-825.0,,700万元–950万元,,,,
300319,2018-03-22,,,,,,,
300319,2020-04-21,13225.0,4500.0,"11,250 万元～15,200 万元","4,000 万元～5,000 万元",,坏→更坏,0.0
300322,2023-04-12,-6450.0,8750.0,"6,000万元 — 6,900万元","8,200 万元 — 9,300 万元",,好→更好,1.0
300323,2023-04-21,-8400.0,,"6,900.00 万元–9,900.00 万元",,,,
300325,2022-04-22,,,"90,823.13 万元-111,006.05 万元","90,823.13 万元-111,006.05 万元",,,
300327,2023-03-20,,,"36,000 万元–38,000 万元","36,000 万元–38,000 万元",,,
300336,2018-04-13,,,,,,,
300336,2022-04-26,-49000.0,14500.0,"58,000 万元至40,000 万元","12,500 万元至16,500 万元",,好→更好,1.0
300338,2020-02-28,,-35250.0,,"35,000.00万元– 35,500.00万元",亏损,,
300338,2020-03-02,,-35250.0,,"35,000.00万元– 35,500.00万元",亏损,,
300343,2021-04-22,2500.0,,"2,000.00 万元–3,000.00 万元",,,,
300344,2022-04-16,,,,,扭亏为盈,,
300344,2024-04-25,,,,,,,
300344,2025-04-12,,,,,,,
300345,2023-04-21,-1150.0,,"950 万元至1,350 万元",,,,
300350,2020-04-18,-40150.0,,"39,900 万元–40,400 万元",,,,
300350,2021-03-11,,,,,,,
300353,2022-04-25,,,,,,,
300354,2024-03-20,15750.0,,"14,000 万元–17,500 万元",,,,
300356,2018-04-11,,,,,,,
300375,2019-02-28,,10875.0,,"10,000万元～11,750万元",亏损,,
300377,2026-04-16,2000.0,,"1,600 万元～2,400 万元",,,,
300387,2020-03-20,9525.0,7521.795,"8,550 万元-10,500 万元","6,540.69 万元-8,502.90 万元",,坏→更坏,0.0
300392,2021-03-31,1560.5,799.5,"1,401 万元至1,720 万元",640 万元~959 万,,坏→更坏,0.0
300399,2026-03-13,,,,,,,
300409,2024-04-19,,3800.0,,"3,300 万元-4,300 万元",,,
300410,2019-01-30,,3250.0,,"500 万元–6,000 万元",同向上升,,
300410,2023-02-15,2836.5,,"2,713 万元–2,960 万元",,,,
300411,2018-01-31,12796.5,8957.55,"11,943.40 万元-13,649.60 万元","8,531.00 万元–9,384.10 万元",,坏→更坏,0.0
300412,2023-01-31,-6750.0,,"5,900 万元–7,600 万元",,,,
300417,2023-04-12,-300.0,-800.0,-350 万元至-250 万元,-850 万元至-750 万元,,坏→更坏,0.0
300419,2024-04-30,1000.0,,800 万元-1200 万元,,,,
300419,2025-04-28,1100.0,,"900 万元-1,300 万元",,,,
300420,2023-04-21,8000.0,5350.0,"7,000 万元—9,000 万元","5,200 万元—5,500 万元",,坏→更坏,0.0
300422,2022-04-22,,,,,,,
300422,2022-04-25,,,,,,,
300423,2025-04-24,,,,,,,
300427,2021-02-26,24250.0,,"23,500.00 万元至25,000.00 万元",,,,
300427,2023-04-21,9250.0,,"8,500.00 万元-10,000.00 万元",,,,
300438,2024-04-18,7150.0,,"5,800 万元–8,500 万元",,同向上升,,
300449,2019-04-23,,,,,,,
300461,2020-02-28,-9550.0,-17350.0,"9,300 万元–9,800 万元","17,100 万元–17,600 万元",,坏→更坏,0.0
300463,2026-04-24,-4750.0,,"-5,500 万元至-4,000 万元",,,,
300466,2020-04-23,1050.0,-20450.0,"800.00 万元—1,300.00 万元","-20,700.00 万元 至-20,200.00 万元",亏损,坏→更坏,1.0
300469,2020-02-26,,-15150.0,,"14,900万元—15,400 万元",,,
300469,2021-04-20,,,,,,,
300477,2026-04-14,,,,,,,
300479,2024-03-18,875.0,,"700.00 万元 — 1,050.00 万元",,,,
300480,2023-01-31,8258.515,,"6,488.83 万元-10,028.20 万元",,同向上升,,
300482,2026-01-30,,,,,,,
300490,2024-04-22,3700.0,,"3,200 万元至4,200 万元",,,,
300497,2023-02-28,-9300.5,,"7,778 万元–10,823 万元",,,,
300500,2023-04-19,4950.0,3700.0,"4,300万元至5,600万元","3,300万元至4,100万元",,坏→更坏,0.0
300503,2023-04-28,4350.0,-700.0,"3,500 万元–5,200 万元",600 万元–800 万元,,坏→更坏,1.0
300506,2024-04-16,-28500.0,,"32,000 万元至25,000 万元",,,,
300513,2024-04-22,8500.0,,"7,000 万元–10,000 万元",,,,
300517,2026-03-18,,,,,,,
300520,2025-04-22,2750.0,,"2,200 万元—3,300 万元",,,,
300527,2023-04-21,1579.0,,"1,373.73 万元至1,784.27 万元",,,,
300533,2022-03-30,,,,,,,
300534,2021-04-14,797.0,170.0,639 万元- 955 万元,150 万元—190 万,,坏→更坏,0.0
300534,2022-04-15,-400.0,30310.0,300 万元- 500 万元,30060 万元—30560 万,,好→更好,1.0
300536,2023-03-24,502.5,,405 万元-600 万元,,,,
300552,2023-01-31,-1750.0,,"500 万元~3,000 万元",,,,
300560,2024-04-30,3625.0,,"2,900.00 万元至4,350.00 万元",,,,
300560,2026-04-27,2375.0,,"1,900万元至2,850万元",,,,
300561,2025-03-28,-1715.0,,"1,450 万元—1,980 万元",,,,
300571,2017-02-28,,41012.295,,"39,059.33 万元至42,965.26 万元",,,
300571,2024-03-27,,,,,,,
300572,2024-04-26,,,,,,,
300582,2024-04-08,,,,,,,
300585,2021-04-23,,4200.0,,4020 万元—4380 万元,,,
300588,2022-04-13,-4300.0,,"4,800 万元–3,800 万元",,,,
300594,2024-04-22,,,,,,,
300598,2026-04-20,-6700.0,,"-8,400 万元至-5,000 万元",,,,
300599,2023-03-01,,,"1,200.00 万元-1,800.00 万元","1,200.00 万元-1,800.00 万元",,,
300600,2023-04-12,,,,,,,
300614,2024-04-22,-6000.0,,"5,000万元-7,000万元",,,,
300615,2019-01-29,2260.0,1675.0,"1,820 万元—2,700 万元","1,350 万元–2,000 万元",,坏→更坏,0.0
300618,2021-01-25,,,,,扭亏为盈,,
300635,2024-04-23,,,,,,,
300656,2024-03-29,2400.0,,"2,100 万元–2,700 万元",,,,
300663,2025-04-25,-34000.0,,"29,000 万元–39,000 万元",,,,
300684,2018-01-30,6250.0,7800.0,"5,900万元至6,600万元","7,300万 ~ 8,300万",,好→更好,0.0
300689,2024-04-03,,,,,,,
300694,2022-04-01,,,,,,,
300703,2022-04-07,,,"1,350万元–2,025 万元","1,350 万元–2,025 万元",,,
300713,2021-04-23,492.765,,11.30 万元–974.23 万元,,亏损,,
300715,2020-01-17,12044.02,12695.045,"11,067.48 万元-13,020.56 万元","11,718.50 万元–13,671.59 万元",,好→更好,0.0
300730,2024-04-19,-8200.0,,"7,200 万元-9,200 万元",,,,
300732,2018-01-23,,22052.16,,"20,106.38万元-23,997.94万元",,,
300736,2021-02-26,,47500.0,,"45,000 万元–50,000 万元",,,
300736,2021-04-09,-6800.0,47500.0,"6,500 万元-7,100 万元","45,000 万元–50,000 万元",,好→更好,1.0
300736,2022-04-30,,,,,扭亏为盈,,
300742,2023-02-23,-9540.5,-16232.849999999999,"8,296 万元—10,785 万元","14,673.76 万元—17,791.94 万元",,坏→更坏,0.0
300745,2022-04-27,,,,,,,
300745,2023-04-26,3500.0,7100.0,"3,000 万元~4,000 万元","6,600.00 万元–7,600.00 万元",,好→更好,0.0
300746,2026-04-23,4000.0,7350.0,3500万至4500万元,7100万元-7600万元,,好→更好,0.0
300757,2022-04-23,2500.0,,"2,000 万元-3,000 万元",,亏损,,
300758,2023-04-17,335.0,-295.0,270 万元—400 万元,240 万元—350 万元,,坏→更坏,1.0
300767,2021-01-20,,16350.0,,"15,500 万元–17,200 万元",,,
300779,2023-04-14,100.0,,80 万元至120 万元,,,,
300795,2021-04-13,-5883.0,,"5,383 万元–6,383 万元",,,,
300804,2024-04-12,5200.0,,"4,700 万元–5,700 万元",,,,
300808,2020-01-23,,7700.0,,"7,500 万元–7,900 万元",同向下降,,
300821,2021-01-28,,,,,,,
300836,2021-04-15,1650.0,,"1,500万元-1,800万元",,,,
300875,2025-04-03,,,,,,,
300877,2023-04-15,,,500万元至0万元,500万元-0万,,,
300878,2023-04-17,9025.0,,"8,030.00 万元～10,020.00 万元",,,,
300879,2023-04-12,,,"2,000万元–3,000万元","2,000万元-3,000万元",,,
300879,2026-03-27,,,,,,,
300902,2026-04-13,,,,,,,
300910,2021-01-19,,,"17,705万元至19,673万元","17,705万元-19,673万元",,,
300937,2022-04-18,1200.0,,"1,100 万元-1,300 万元",,,,
300937,2026-04-21,,,,,,,
300942,2023-04-11,13000.0,,"11,000 万元–15,000 万元",,,,
300948,2025-04-02,-3950.0,,"3,200万元–4,700万元",,,,
300991,2023-01-31,925.0,,"750 万元-1,100 万元",,,,
301008,2026-02-28,2360.96,3250.0,"2,098.63万元至2,623.29万元","3,000万元至3,500万元",,好→更好,0.0
301040,2024-04-10,385.0,,310.00 万元–460.00 万元,,同向上升,,
301049,2022-01-07,16867.235,9000.0,"15,664.62万元至18,069.85万元","8,000.00 万元—10,000.00 万元",,坏→更坏,0.0
301051,2024-03-08,4600.0,,"3,700 万元–5,500 万元",,,,
301066,2023-01-31,,,,,,,
301070,2026-04-14,,,,,,,
301079,2024-03-26,625.0,,500 万元–750 万元,,,,
301096,2025-04-17,5500.0,,"4,500 万元-6,500 万元",,,,
301100,2024-04-19,,,1200 万元—1700 万元,1200 万元—1700 万元,同向上升,,
301105,2023-01-20,6820.0,,"6,380.00 万元至7,260.00 万元",,同向上升,,
301123,2025-04-15,-125.0,,-200万元至-50万元,,,,
301128,2023-04-17,2700.0,3800.0,"2,500.00万元–2,900.00万元","3,600万元–4,000万元",,好→更好,0.0
301168,2024-04-16,,,,,扭亏为盈,,
301169,2024-04-25,,,,,,,
301180,2026-04-22,,,320 万元至480 万元,320 万元至480 万,,,
301213,2025-04-18,,,648.13万元至753.93万元,648.13万元–753.93万元,,,
301248,2026-03-31,,,,,,,
301281,2026-02-24,3324.675,,"2,720.19 万元– 3,929.16 万元",,,,
301311,2026-04-20,-7400.0,,"-9,000 万元至-5,800 万元",,,,
301321,2023-04-17,,,,,,,
301357,2024-04-01,,,,,,,
301636,2026-04-29,,,,,,,
