code,date,fy,title,status,chars,err
002383,2020-01-31,2019,2019年度业绩预告修正公告,ok,1025,
002471,2020-01-31,2019,2019年度业绩预告修正公告,ok,1075,
002496,2020-01-31,2019,2019年度业绩预告修正公告,ok,986,
002512,2020-01-31,2019,2019年度业绩预告修正公告,ok,1148,
002623,2020-01-31,2019,2019年度业绩预告修正公告,ok,1311,
002696,2020-01-31,2019,2019年度业绩预告修正公告,ok,1105,
002800,2020-01-31,2019,2019年度业绩预告修正公告,ok,1037,
000697,2020-02-03,2019,2019年度业绩预告修正公告,ok,1453,
002341,2020-02-03,2019,2019年度业绩预告修正公告,ok,969,
002389,2020-02-03,2019,2019年度业绩预告修正公告,ok,931,
002429,2020-02-03,2019,2019年度业绩预告修正公告,ok,1107,
002466,2020-02-03,2019,2019年度业绩预告修正公告,ok,3852,
002537,2020-02-03,2019,2019年度业绩预告修正公告,ok,1224,
002719,2020-02-03,2019,2019年度业绩预告修正的更正公告,ok,1798,
300270,2020-02-05,2019,2019年度业绩预告修正公告的补充公告,ok,753,
300241,2020-02-10,2019,2019年度业绩预告修正公告,ok,858,
002537,2020-02-13,2019,关于公司对深圳证券交易所的2019年度业绩预告修正问询函的回复,ok,6188,
300029,2020-02-26,2019,2019年度业绩预告修正公告,ok,1070,
300469,2020-02-26,2019,2019年度业绩预告修正公告及业绩快报,ok,4910,
300265,2020-02-28,2019,2019年度业绩预告修正公告及业绩快报,ok,2331,
300300,2020-02-28,2019,2019年度业绩预告修正公告,ok,1310,
300338,2020-02-28,2019,2019年度业绩预告修正公告及业绩快报,ok,2918,
300461,2020-02-28,2019,2019年度业绩快报暨业绩预告修正公告,ok,2729,
002583,2020-02-29,2019,2019年度业绩预告修正公告,ok,2086,
300338,2020-03-02,2019,2019年度业绩预告修正公告及业绩快报的更正公告,ok,3485,
000670,2020-03-04,2019,2019年度业绩预告修正公告,ok,1359,
002943,2020-03-10,2019,2019年度业绩预告及业绩快报修正公告,ok,2193,
300387,2020-03-20,2019,2019年度业绩预告修正公告及业绩快报,ok,2524,
000698,2020-03-28,2019,2019年度业绩预告修正公告,ok,1161,
000813,2020-03-31,2019,2019年度业绩预告修正公告,ok,1148,
000927,2020-03-31,2019,2019年度业绩预告修正公告,ok,1119,
002856,2020-04-01,2019,2019年度业绩预告修正公告,ok,1050,
300064,2020-04-04,2019,2019年度业绩预告及业绩快报修正公告,ok,2945,
002750,2020-04-14,2019,2019年度业绩预告修正公告,ok,1552,
002005,2020-04-15,2019,2019年度业绩预告修正公告,ok,2271,
002240,2020-04-15,2019,2019年度业绩预告修正公告,ok,1333,
002356,2020-04-15,2019,2019年度业绩预告修正及业绩快报,ok,2369,
000760,2020-04-16,2019,2019年度业绩预告修正公告,ok,1966,
300163,2020-04-16,2019,2019年度业绩预告及业绩快报修正公告,ok,2497,
002513,2020-04-17,2019,2019年度业绩预告及业绩快报修正公告,ok,2318,
300350,2020-04-18,2019,2019年度业绩预告及业绩快报修正公告,ok,2794,
002813,2020-04-20,2019,2019年度业绩预告及业绩快报修正公告,ok,3065,
300164,2020-04-20,2019,2019年度业绩预告及业绩快报修正公告,ok,3046,
300319,2020-04-21,2019,2019年度业绩预告及业绩快报修正公告,ok,2692,
300466,2020-04-23,2019,关于2019年度业绩预告及业绩快报修正公告,ok,2381,
002530,2020-04-24,2019,2019年度业绩预告及业绩快报修正公告,ok,2872,
300140,2020-04-24,2019,关于公司2019年度业绩预告及业绩快报的修正公告,ok,2813,
300180,2020-04-24,2019,2019年度业绩快报及业绩预告修正公告,ok,2319,
300173,2020-04-27,2019,关于2019年度业绩预告及业绩快报的修正公告,ok,3892,
000851,2020-04-28,2019,2019年度业绩预告修正公告,ok,960,
002220,2020-04-28,2019,2019年度业绩预告修正公告,ok,1204,
300085,2020-04-29,2019,2019年度业绩预告及业绩快报修正公告,ok,2845,
000981,2020-04-30,2019,2019年度业绩预告修正公告,ok,1924,
002256,2020-04-30,2019,2019年度业绩预告及业绩快报修正公告,ok,2330,
002575,2020-04-30,2019,2019年度业绩预告及业绩快报的修正公告,ok,2807,
002586,2020-04-30,2019,2019年度业绩预告修正公告,ok,867,
002640,2020-04-30,2019,2019年度业绩预告修正公告,ok,1581,
000760,2020-06-13,2019,2019年度业绩预告修正公告,ok,1384,
000980,2020-06-19,2019,2019年度业绩预告修正公告,ok,1584,
000662,2020-06-30,2019,2019年度业绩预告修正公告,ok,1445,
002813,2020-12-01,2020,2020年度业绩预告修正公告,ok,840,
002922,2020-12-31,2020,2020年度业绩预告修正公告,ok,1834,
000786,2021-01-13,2020,2020年度业绩预告修正公告,ok,993,
002051,2021-01-16,2020,2020年度业绩预告修正公告,ok,1224,
002092,2021-01-16,2020,2020年度业绩预告修正公告,ok,976,
300910,2021-01-19,2020,2020年度业绩预告修正公告,ok,1003,
300767,2021-01-20,2020,2020年度业绩预告修正公告,ok,1333,
002489,2021-01-23,2020,2020年度业绩预告修正公告,ok,1079,
300618,2021-01-25,2020,2020年度业绩预告修正公告,ok,1173,
002290,2021-01-26,2020,2020年度业绩预告修正公告,ok,1317,
002023,2021-01-28,2020,2020年度业绩预告修正公告,ok,1096,
002386,2021-01-28,2020,2020年度业绩预告修正公告,ok,1010,
300821,2021-01-28,2020,2020年度业绩预告修正公告,ok,1169,
000611,2021-01-29,2020,2020年度业绩预告修正公告,ok,1543,
000835,2021-01-29,2020,2020年度业绩预告修正公告,ok,1438,
002118,2021-01-29,2020,2020年度业绩预告修正公告,ok,1950,
002192,2021-01-29,2020,2020年度业绩预告修正公告,ok,1907,
002400,2021-01-29,2020,2020年度业绩预告修正公告,ok,1414,
002656,2021-01-29,2020,2020年度业绩预告修正公告,ok,1535,
002940,2021-01-29,2020,2020年度业绩预告修正公告,ok,1285,
300053,2021-01-29,2020,2020年度业绩预告的补充暨修正公告,ok,2005,
000545,2021-01-30,2020,2020年度业绩预告修正公告,ok,1460,
000558,2021-01-30,2020,2020年度业绩预告修正公告,ok,1673,
000611,2021-01-30,2020,2020年度业绩预告修正公告的补充公告,ok,1630,
000931,2021-01-30,2020,2020年度业绩预告修正公告,ok,1414,
002044,2021-01-30,2020,2020年度业绩预告修正公告,ok,1503,
002055,2021-01-30,2020,2020年度业绩预告修正公告,ok,1369,
002058,2021-01-30,2020,2020年度业绩预告修正公告,ok,1433,
002059,2021-01-30,2020,2020年度业绩预告修正公告,ok,1426,
002134,2021-01-30,2020,2020年度业绩预告修正公告,ok,1243,
002141,2021-01-30,2020,2020年度业绩预告修正公告,ok,1385,
002174,2021-01-30,2020,2020年度业绩预告修正公告,ok,1516,
002240,2021-01-30,2020,关于2020年度业绩预告修正及补充公告,ok,1540,
002289,2021-01-30,2020,2020年度业绩预告修正公告,ok,1727,
002308,2021-01-30,2020,2020年度业绩预告修正公告,ok,1768,
002316,2021-01-30,2020,2020年度业绩预告修正公告,ok,1841,
002321,2021-01-30,2020,2020年度业绩预告修正公告,ok,1322,
002341,2021-01-30,2020,2020年度业绩预告修正公告,ok,1563,
002355,2021-01-30,2020,2020年度业绩预告修正公告,ok,1579,
002437,2021-01-30,2020,2020年度业绩预告修正公告,ok,1966,
002460,2021-01-30,2020,2020年度业绩预告修正公告,ok,1126,
002496,2021-01-30,2020,2020年度业绩预告修正公告,ok,1583,
002503,2021-01-30,2020,2020年度业绩预告修正公告,ok,1264,
002512,2021-01-30,2020,2020年度业绩预告修正公告,ok,1170,
002574,2021-01-30,2020,2020年度业绩预告修正公告,ok,1242,
002638,2021-01-30,2020,2020年度业绩预告修正公告,ok,2323,
002665,2021-01-30,2020,2020年度业绩预告修正公告,ok,1368,
002696,2021-01-30,2020,2020年度业绩预告修正公告,ok,1222,
002719,2021-01-30,2020,关于2020年度业绩预告修正的公告,ok,1169,
002765,2021-01-30,2020,2020年度业绩预告修正公告,ok,2348,
002766,2021-01-30,2020,2020年度业绩预告修正及补充公告,ok,1215,
000737,2021-02-01,2020,2020年度业绩预告修正公告,ok,1364,
300080,2021-02-01,2020,2020年度业绩预告修正公告,ok,2448,
002496,2021-02-04,2020,2020年度业绩预告修正公告,ok,1598,
000726,2021-02-05,2020,联合资信评估股份有限公司关于公司2020年度业绩预告修正的关注公告,ok,0,
002503,2021-02-05,2020,联合资信评估股份有限公司关于公司2020年度业绩预告修正的关注公告,ok,0,
000151,2021-02-06,2020,2020年度业绩预告修正公告,ok,1241,
300427,2021-02-26,2020,红相股份有限公司2020年度业绩预告修正公告,ok,1538,
300736,2021-02-26,2020,2020年度业绩预告修正公告,ok,1418,
300350,2021-03-11,2020,2020年度业绩预告修正公告,ok,1423,
002058,2021-03-13,2020,2020年度业绩预告第二次修正公告,ok,1336,
000972,2021-03-17,2020,2020年度业绩预告修正公告,ok,1545,
000608,2021-03-20,2020,2020年度业绩预告修正公告,ok,1141,
002369,2021-03-23,2020,2020年度业绩预告修正公告,ok,1680,
002552,2021-03-23,2020,2020年度业绩预告修正公告,ok,999,
002766,2021-03-24,2020,2020年度业绩预告修正公告,ok,1910,
002382,2021-03-26,2020,关于2020年度业绩预告修正及致歉的公告,ok,2099,
300080,2021-03-29,2020,2020年度业绩预告修正公告,ok,2359,
300024,2021-03-31,2020,2020年度业绩预告修正公告,ok,2614,
300262,2021-03-31,2020,2020年度业绩预告修正公告,ok,2469,
300392,2021-03-31,2020,2020年度业绩预告修正公告,ok,1632,
002464,2021-04-06,2020,2020年度业绩修正预告,ok,2200,
300232,2021-04-06,2020,2020年度业绩预告修正公告,ok,1719,
300736,2021-04-09,2020,2020年度业绩预告修正公告,ok,1426,
300199,2021-04-10,2020,2020年度业绩预告修正公告,ok,2293,
002570,2021-04-13,2020,2020年度业绩快报暨业绩预告修正公告,ok,2264,
002780,2021-04-13,2020,2020年度业绩预告修正公告,ok,1553,
300272,2021-04-13,2020,2020年度业绩预告修正公告,ok,2397,
300795,2021-04-13,2020,2020年度业绩预告修正公告,ok,1475,
300534,2021-04-14,2020,2020年度业绩预告修正公告,ok,1439,
000017,2021-04-15,2020,2020年度业绩预告修正公告,ok,1781,
000523,2021-04-15,2020,2020年度业绩预告修正公告,ok,2000,
000525,2021-04-15,2020,2020年度业绩快报暨业绩预告修正公告,ok,2836,
000606,2021-04-15,2020,2020年度业绩预告修正公告,ok,1137,
002076,2021-04-15,2020,2020年度业绩快报暨业绩预告修正公告,ok,3765,
002160,2021-04-15,2020,2020年度业绩快报暨业绩预告修正公告,ok,2252,
002343,2021-04-15,2020,2020年度业绩快报暨业绩预告修正公告,ok,3434,
002348,2021-04-15,2020,高乐股份2020年度业绩预告修正公告,ok,1659,
002485,2021-04-15,2020,2020年度业绩预告修正及业绩快报,ok,2504,
002505,2021-04-15,2020,2020年度业绩快报暨业绩预告修正公告,ok,3466,
002816,2021-04-15,2020,2020年度业绩预告修正公告,ok,1330,
300159,2021-04-15,2020,新研股份2020年度业绩预告修正公告,ok,1454,
300245,2021-04-15,2020,2020年度业绩预告修正公告,ok,1460,
300836,2021-04-15,2020,2020年度业绩预告修正公告,ok,953,
300289,2021-04-16,2020,2020年度业绩快报及业绩预告修正公告,ok,2732,
300299,2021-04-16,2020,2020年度业绩预告修正公告,ok,899,
002456,2021-04-17,2020,2020年度业绩预告、业绩快报修正及致歉的公告,ok,4006,
300313,2021-04-17,2020,2020年度业绩预告修正公告,ok,1805,
300279,2021-04-19,2020,无锡和晶科技股份有限公司2020年度业绩预告修正公告,ok,2886,
002668,2021-04-20,2020,2020年度业绩预告修正公告,ok,1672,
300469,2021-04-20,2020,2020年度业绩预告修正公告,ok,2040,
000892,2021-04-21,2020,2020年度业绩预告修正公告,ok,1833,
002836,2021-04-21,2020,2020年度业绩预告的修正公告,ok,2191,
300022,2021-04-21,2020,2020年度业绩预告修正公告,ok,1495,
300029,2021-04-21,2020,2020年度业绩预告修正公告,ok,2006,
300278,2021-04-22,2020,2020年度业绩预告、业绩快报修正暨董事会致歉公告,ok,2158,
300343,2021-04-22,2020,2020年度业绩预告修正公告,ok,1423,
000572,2021-04-23,2020,2020年度业绩快报暨业绩预告修正公告,ok,2569,
002153,2021-04-23,2020,2020年度业绩预告修正公告,ok,4118,
300182,2021-04-23,2020,2020年度业绩预告修正公告,ok,1671,
300585,2021-04-23,2020,2020年度业绩快报及业绩预告修正公告,ok,2420,
300713,2021-04-23,2020,2020年度业绩预告修正公告,ok,1469,
000611,2021-04-24,2020,2020年度业绩预告修正公告,ok,1885,
002366,2021-04-24,2020,2020年度业绩预告、业绩快报修正及致歉公告,ok,3080,
300301,2021-04-24,2020,2020年度业绩预告修正公告,ok,1426,
002193,2021-04-26,2020,2020年度业绩预告修正公告,ok,1511,
300175,2021-04-26,2020,2020年度业绩预告修正公告,ok,1550,
002618,2021-04-27,2020,丹邦科技2020年度业绩预告修正公告,ok,2067,
002898,2021-04-27,2020,2020年度业绩预告修正公告,ok,1898,
000609,2021-04-28,2020,中迪投资2020年度业绩预告修正公告,ok,1647,
000998,2021-04-28,2020,2020年度业绩快报及业绩预告修正公告,ok,2676,
002086,2021-04-28,2020,2020年度业绩预告、业绩快报修正及致歉公告,ok,2788,
002411,2021-04-28,2020,2020年度业绩预告修正公告,ok,1583,
002548,2021-04-28,2020,2020年度业绩预告修正公告,ok,1487,
002740,2021-04-28,2020,2020年度业绩预告修正公告,ok,1397,
002592,2021-04-29,2020,2020年度业绩预告、业绩快报修正公告,ok,2533,
002610,2021-04-29,2020,关于2020年度业绩预告修正及致歉的公告,ok,1691,
002174,2021-04-30,2020,2020年度业绩预告修正公告,ok,1869,
002411,2021-04-30,2020,2020年度经审计业绩与业绩预告、业绩预告修正公告存在差异暨董事会致歉的公告,ok,1016,
002640,2021-04-30,2020,2020年度业绩预告修正公告,ok,1605,
002776,2021-04-30,2020,2020年度业绩预告修正公告,ok,1001,
300297,2021-04-30,2020,2020年度业绩预告修正公告,ok,2024,
000760,2021-07-06,2020,2020年度业绩预告、业绩快报修正公告,ok,3771,
301049,2022-01-07,2021,2021年度业绩预告修正公告,ok,1658,
000969,2022-01-12,2021,安泰科技股份有限公司2021年度业绩预告修正公告,ok,1534,
002823,2022-01-18,2021,2021年度业绩预告修正公告,ok,1600,
002840,2022-02-26,2021,2021年度业绩预告修正公告,ok,1480,
300013,2022-03-03,2021,2021年度业绩预告修正公告,ok,1537,
002619,2022-03-16,2021,艾格拉斯股份有限公司2021年度业绩预告第二次修正公告,ok,1697,
002629,2022-03-16,2021,2021年度业绩预告修正公告,ok,1386,
000835,2022-03-17,2021,2021年度业绩预告修正公告,ok,1959,
002662,2022-03-17,2021,2021年度业绩预告的修正公告,ok,1088,
300222,2022-03-25,2021,2021年度业绩预告修正公告,ok,1698,
000737,2022-03-26,2021,2021年度业绩预告修正公告,ok,1335,
002875,2022-03-26,2021,2021年度业绩预告修正公告,ok,1318,
002288,2022-03-29,2021,关于2021年度业绩预告修正及致歉的公告,ok,1510,
000585,2022-03-30,2021,2021年度业绩预告修正公告,ok,2405,
300533,2022-03-30,2021,2021年度业绩预告修正公告,ok,2001,
002383,2022-03-31,2021,2021年度业绩预告修正公告,ok,1287,
002123,2022-04-01,2021,2021年度业绩快报暨业绩预告修正公告,ok,4193,
300105,2022-04-01,2021,2021年度业绩预告修正公告,ok,1467,
300694,2022-04-01,2021,2021年度业绩预告修正公告,ok,1682,
002002,2022-04-02,2021,鸿达兴业股份有限公司2021年度业绩预告修正公告,ok,2244,
002418,2022-04-02,2021,2021年度业绩预告修正公告,ok,1786,
002205,2022-04-06,2021,新疆国统管道股份有限公司2021年度业绩预告修正公告,ok,1148,
002284,2022-04-07,2021,2021年度业绩快报暨业绩预告修正公告,ok,2719,
300703,2022-04-07,2021,2021年度业绩预告修正公告,ok,1341,
300103,2022-04-12,2021,2021年度业绩预告修正公告,ok,1433,
300588,2022-04-13,2021,2021年度业绩预告修正公告,ok,1382,
002782,2022-04-15,2021,2021年度业绩预告修正公告,ok,1334,
300534,2022-04-15,2021,2021年度业绩预告修正公告,ok,1492,
000403,2022-04-16,2021,派斯双林生物制药股份有限公司2021年度业绩预告修正公告,ok,1344,
300084,2022-04-16,2021,2021年度业绩预告修正公告,ok,1458,
300344,2022-04-16,2021,2021年度业绩预告修正公告,ok,1740,
300094,2022-04-18,2021,2021年度业绩预告修正公告,ok,1287,
300237,2022-04-18,2021,2021年度业绩预告修正公告,ok,1357,
300937,2022-04-18,2021,2021年度业绩快报暨业绩预告修正公告,ok,3391,
000587,2022-04-19,2021,2021年度业绩预告修正公告,ok,1654,
000882,2022-04-19,2021,2021年度业绩预告修正公告,ok,1343,
002146,2022-04-19,2021,2021年度业绩预告修正公告,ok,1672,
300032,2022-04-19,2021,2021年度业绩预告修正公告,ok,2403,
002348,2022-04-20,2021,高乐股份2021年度业绩预告修正公告,ok,1235,
002503,2022-04-20,2021,2021年度业绩预告修正公告,ok,2011,
002657,2022-04-20,2021,2021年度业绩预告修正公告,ok,1258,
300109,2022-04-20,2021,2021年度业绩快报暨业绩预告修正公告,ok,2806,
002021,2022-04-21,2021,2021年度业绩预告修正公告,ok,1888,
002898,2022-04-21,2021,2021年度业绩预告修正公告,ok,1390,
300044,2022-04-21,2021,2021年度业绩预告修正公告,ok,2130,
300237,2022-04-22,2021,联合资信评估股份有限公司关于山东美晨生态环境股份有限公司收到山东证监局行政监管措施决定书以及2021年度业绩预告修正的关,ok,1109,
300251,2022-04-22,2021,2021年度业绩预告修正公告,ok,3020,
300325,2022-04-22,2021,江苏德威新材料股份有限公司2021年度业绩预告修正公告,ok,1909,
300422,2022-04-22,2021,2021年度业绩预告修正公告,ok,1424,
000732,2022-04-23,2021,2021年度业绩预告修正公告,ok,1550,
000813,2022-04-23,2021,2021年度业绩预告修正公告,ok,1187,
002798,2022-04-23,2021,2021年度业绩预告修正公告,ok,1655,
003012,2022-04-23,2021,2021年度业绩预告修正公告,ok,1965,
300757,2022-04-23,2021,2021年度业绩预告修正公告,ok,1563,
002957,2022-04-25,2021,2021年度业绩预告修正公告,ok,1797,
300262,2022-04-25,2021,2021年度业绩预告修正公告,ok,1572,
300353,2022-04-25,2021,2021年度业绩预告修正公告,ok,1061,
300422,2022-04-25,2021,联合资信评估股份有限公司关于广西博世科环保科技股份有限公司2021年度业绩预告修正的关注公告,ok,974,
000613,2022-04-26,2021,2021年度业绩预告修正公告,ok,2726,
000908,2022-04-26,2021,2021年度业绩预告修正公告,ok,1410,
002260,2022-04-26,2021,2021年度业绩预告修正公告,ok,1873,
002781,2022-04-26,2021,2021年度业绩预告修正公告,ok,2561,
300205,2022-04-26,2021,2021年度业绩预告修正公告,ok,1286,
300336,2022-04-26,2021,2021年度业绩预告修正公告,ok,1675,
000615,2022-04-27,2021,2021年度业绩预告修正公告,ok,1971,
300745,2022-04-27,2021,2021年度业绩预告修正公告,ok,1542,
000004,2022-04-28,2021,2021年度业绩预告修正公告,ok,1460,
000892,2022-04-28,2021,2021年度业绩预告修正公告,ok,1286,
002366,2022-04-28,2021,2021年度业绩预告修正公告,ok,1703,
002586,2022-04-28,2021,2021年度业绩预告修正公告,ok,2610,
002862,2022-04-28,2021,2021年度业绩预告修正公告,ok,1437,
000502,2022-04-29,2021,2021年度业绩预告修正公告,ok,1658,
000540,2022-04-29,2021,2021年度业绩预告修正公告,ok,1841,
002094,2022-04-30,2021,2021年度业绩预告修正公告,ok,1244,
002411,2022-04-30,2021,2021年度业绩快报暨业绩预告修正公告,ok,3017,
002499,2022-04-30,2021,2021年度业绩预告修正公告,ok,2072,
300736,2022-04-30,2021,2021 年度业绩预告修正公告,ok,1018,
002241,2022-12-03,2022,2022年度业绩预告修正公告,ok,1766,
001298,2023-01-20,2022,2022年度业绩预告修正公告,ok,1933,
301105,2023-01-20,2022,【鸿铭股份】2022年度业绩预告修正公告,ok,1222,
002338,2023-01-31,2022,2022年度业绩预告修正公告,ok,1534,
002529,2023-01-31,2022,2022年度业绩预告修正公告,ok,1117,
300412,2023-01-31,2022,2022年度业绩预告修正公告,ok,1488,
300480,2023-01-31,2022,光力科技股份有限公司2022年度业绩预告修正公告,ok,1379,
300552,2023-01-31,2022,2022年度业绩预告修正公告,ok,1060,
300991,2023-01-31,2022,2022年度业绩预告修正公告,ok,1110,
301066,2023-01-31,2022,2022年度业绩预告修正公告,ok,1057,
002021,2023-02-11,2022,2022年度业绩预告修正公告,ok,1840,
002021,2023-02-14,2022,2022年度业绩预告修正公告,ok,2490,
300410,2023-02-15,2022,2022年度业绩预告修正公告,ok,1234,
300742,2023-02-23,2022,2022年度业绩预告修正公告,ok,1994,
300497,2023-02-28,2022,2022年度业绩预告修正公告,ok,1398,
300599,2023-03-01,2022,2022年度业绩预告修正公告,ok,1408,
000616,2023-03-02,2022,2022年度业绩预告修正公告,ok,2974,
002076,2023-03-02,2022,2022年度业绩预告修正公告,ok,2230,
000592,2023-03-17,2022,2022年度业绩预告修正公告,ok,1931,
300281,2023-03-17,2022,2022年度业绩快报暨业绩预告修正公告,ok,2509,
002253,2023-03-18,2022,四川川大智胜软件股份有限公司2022年度业绩预告修正公告,ok,1308,
300327,2023-03-20,2022,2022年度业绩预告修正公告,ok,1341,
002612,2023-03-21,2022,朗姿股份2022年度业绩预告修正公告,ok,1284,
002308,2023-03-24,2022,2022年度业绩预告修正公告,ok,1361,
300536,2023-03-24,2022,2022年度业绩预告修正公告,ok,1159,
002521,2023-03-28,2022,2022年度业绩预告修正公告,ok,1284,
002278,2023-03-29,2022,2022年度业绩预告修正公告,ok,1306,
002848,2023-03-29,2022,2022年度业绩预告修正公告,ok,1656,
000066,2023-03-31,2022,2022年度业绩预告修正公告,ok,1663,
000637,2023-03-31,2022,2022年度业绩预告修正公告,ok,1274,
000876,2023-03-31,2022,2022年度业绩预告修正公告,ok,1898,
002265,2023-03-31,2022,2022年度业绩预告的修正公告,ok,2506,
002113,2023-04-01,2022,2022年度业绩预告修正公告,ok,1720,
002426,2023-04-06,2022,2022年度业绩预告修正公告,ok,1591,
002776,2023-04-06,2022,2022年度业绩预告修正公告,ok,1711,
002816,2023-04-06,2022,2022年度业绩预告修正公告,ok,1879,
002087,2023-04-07,2022,2022年度业绩预告修正公告,ok,1050,
002725,2023-04-11,2022,2022年度业绩预告修正公告,ok,1285,
300942,2023-04-11,2022,2022年度业绩预告修正公告,ok,1316,
300322,2023-04-12,2022,2022年度业绩预告修正公告,ok,1221,
300417,2023-04-12,2022,2022年度业绩预告修正及致歉公告,ok,1536,
300600,2023-04-12,2022,2022年度业绩预告修正公告,ok,1406,
300879,2023-04-12,2022,2022年度业绩预告修正公告,ok,1294,
000931,2023-04-13,2022,2022年度业绩预告修正公告,ok,1753,
603617,2023-04-13,2022,君禾股份2022年度业绩预告修正公告,ok,1882,
300779,2023-04-14,2022,2022年度业绩快报暨业绩预告修正公告,ok,2247,
000547,2023-04-15,2022,2022年度业绩预告修正公告,ok,1338,
000615,2023-04-15,2022,2022年度业绩预告修正公告,ok,2637,
002024,2023-04-15,2022,2022年度业绩预告修正公告,ok,2182,
002251,2023-04-15,2022,2022年度业绩预告修正公告,ok,1545,
002609,2023-04-15,2022,2022年度业绩预告修正公告,ok,1328,
002636,2023-04-15,2022,2022年度业绩预告修正公告,ok,1280,
002640,2023-04-15,2022,2022年度业绩预告修正公告,ok,1446,
002789,2023-04-15,2022,2022年度业绩预告修正公告,ok,1616,
002898,2023-04-15,2022,2022年度业绩预告修正公告,ok,1495,
300877,2023-04-15,2022,2022年度业绩预告修正公告,ok,1299,
000546,2023-04-17,2022,2022年度业绩预告修正公告,ok,1910,
002309,2023-04-17,2022,2022年度业绩预告修正公告,ok,1360,
300082,2023-04-17,2022,关于2022年度业绩预告修正公告,ok,1842,
300758,2023-04-17,2022,2022年度业绩预告修正公告,ok,1116,
300878,2023-04-17,2022,2022年度业绩预告修正公告,ok,1366,
301128,2023-04-17,2022,2022年度业绩预告修正公告,ok,1209,
301321,2023-04-17,2022,2022年度业绩预告修正公告,ok,1315,
000691,2023-04-18,2022,2022年度业绩预告修正公告,ok,1492,
002620,2023-04-18,2022,2022 年度业绩预告修正公告,ok,1379,
002888,2023-04-18,2022,2022年度业绩预告修正公告,ok,1232,
300094,2023-04-18,2022,2022年度业绩预告修正公告,ok,1186,
000620,2023-04-19,2022,2022年度业绩预告修正公告,ok,1943,
300500,2023-04-19,2022,2022年度业绩预告修正公告,ok,1313,
000150,2023-04-20,2022,2022年度业绩预告修正公告,ok,1599,
000909,2023-04-20,2022,2022年度业绩预告修正公告,ok,1492,
000918,2023-04-20,2022,2022年度业绩预告修正公告,ok,1433,
002547,2023-04-20,2022,苏州春兴精工股份有限公司2022年度业绩预告修正公告,ok,1819,
300269,2023-04-20,2022,2022年度业绩预告修正公告,ok,1210,
000698,2023-04-21,2022,沈阳化工股份有限公司2022年度业绩预告修正公告,ok,1492,
002528,2023-04-21,2022,2022年度业绩预告修正公告,ok,1667,
002855,2023-04-21,2022,2022年度业绩预告修正公告,ok,1750,
300323,2023-04-21,2022,2022年度业绩预告修正公告,ok,1181,
300345,2023-04-21,2022,2022年度业绩预告修正公告,ok,1674,
300420,2023-04-21,2022,2022年度业绩预告修正公告,ok,1145,
300427,2023-04-21,2022,2022年度业绩快报及业绩预告修正公告,ok,2407,
300527,2023-04-21,2022,2022年度业绩预告修正公告,ok,1333,
000010,2023-04-22,2022,2022年度业绩预告修正公告,ok,1769,
002581,2023-04-22,2022,2022年度业绩预告修正公告,ok,1263,
002753,2023-04-22,2022,2022年度业绩预告修正公告,ok,1282,
002124,2023-04-24,2022,2022年度业绩预告修正公告,ok,1832,
000616,2023-04-25,2022,2022年度业绩预告修正公告,ok,2241,
003003,2023-04-25,2022,2022年度业绩预告修正公告,ok,1374,
300044,2023-04-25,2022,2022年度业绩预告修正公告,ok,1552,
300256,2023-04-25,2022,2022年度业绩预告修正公告,ok,1695,
002781,2023-04-26,2022,2022年度业绩预告修正公告,ok,2478,
002800,2023-04-26,2022,2022年度业绩预告修正公告,ok,1579,
300745,2023-04-26,2022,2022年度业绩预告修正公告,ok,1812,
000571,2023-04-27,2022,2022年度业绩预告修正公告,ok,1395,
000908,2023-04-27,2022,2022年度业绩预告修正公告,ok,1370,
002177,2023-04-27,2022,2022年度业绩预告修正公告,ok,2871,
300302,2023-04-27,2022,2022年度业绩预告修正公告,ok,1296,
300503,2023-04-28,2022,2022年度业绩预告修正公告,ok,1379,
000068,2023-04-29,2022,2022年度业绩预告修正公告,ok,1637,
000606,2023-04-29,2022,2022年度业绩预告修正公告,ok,2398,
000995,2023-04-29,2022,2022年度业绩预告修正公告,ok,2148,
002190,2024-02-24,2023,2023年度业绩预告修正公告,ok,1500,
002493,2024-02-24,2023,2023年度业绩预告修正公告,ok,1535,
301051,2024-03-08,2023,2023年度业绩预告修正公告,ok,1310,
002431,2024-03-15,2023,2023年度业绩预告修正公告,ok,1714,
300479,2024-03-18,2023,2023年度业绩预告修正公告,ok,1775,
002945,2024-03-19,2023,2023年度业绩预告修正公告,ok,2705,
300354,2024-03-20,2023,2023年度业绩预告修正公告,ok,1529,
300010,2024-03-22,2023,关于2023年度业绩预告修正公告,ok,5871,
300096,2024-03-25,2023,2023年度业绩预告修正公告,ok,2674,
301079,2024-03-26,2023,2023年度业绩预告修正公告,ok,1495,
300571,2024-03-27,2023,2023年度业绩预告修正公告,ok,1320,
300656,2024-03-29,2023,2023年度业绩预告修正公告,ok,1925,
002161,2024-03-30,2023,2024-008远望谷-2023年度业绩预告修正公告,ok,1357,
301357,2024-04-01,2023,2023年度业绩预告修正公告,ok,1495,
002168,2024-04-03,2023,2023年度业绩预告修正公告,ok,1333,
300689,2024-04-03,2023,2023年度业绩预告修正公告,ok,1520,
300582,2024-04-08,2023,2023年度业绩预告修正公告,ok,1786,
002181,2024-04-09,2023,2023年度业绩预告修正公告,ok,1994,
