code,year,label,score,stage_date,stage
000892,2022,0.0,0.2237615090796721,2022-04-30,① 一季报披露
000893,2022,0.0,0.013188486868135167,2022-04-29,① 一季报披露
000895,2022,0.0,0.035321335435646715,2022-04-27,① 一季报披露
000897,2022,0.0,0.016962530904320913,2022-04-29,① 一季报披露
000898,2022,0.0,0.012351491006557915,2022-04-28,① 一季报披露
000899,2022,0.0,0.14018307237714273,2022-04-25,① 一季报披露
000900,2022,0.0,0.025339526018182405,2022-04-29,① 一季报披露
000901,2022,0.0,0.174228094942774,2022-04-29,① 一季报披露
000902,2022,0.0,0.02132317823279755,2022-04-19,① 一季报披露
000903,2022,1.0,0.4485390229216052,2022-04-28,① 一季报披露
000905,2022,0.0,0.016803401050630242,2022-04-30,① 一季报披露
000906,2022,0.0,0.025261788085003595,2022-04-22,① 一季报披露
000908,2022,1.0,0.4833973181631685,2022-04-30,① 一季报披露
000909,2022,1.0,0.0629890714061975,2022-04-30,① 一季报披露
000910,2022,0.0,0.07276582866039126,2022-04-28,① 一季报披露
000911,2022,1.0,0.6130333061316953,2022-04-27,① 一季报披露
000912,2022,0.0,0.028367627637015953,2022-04-29,① 一季报披露
000913,2022,0.0,0.020963758745508015,2022-04-28,① 一季报披露
000915,2022,0.0,0.01307545461209978,2022-04-15,① 一季报披露
000917,2022,0.0,0.08493672367140206,2022-04-30,① 一季报披露
000919,2022,0.0,0.046351950372679335,2022-04-28,① 一季报披露
000920,2022,0.0,0.016717243429946602,2022-04-30,① 一季报披露
000921,2022,0.0,0.06480332268041637,2022-04-12,① 一季报披露
000922,2022,0.0,0.09821168134707794,2022-04-23,① 一季报披露
000923,2022,0.0,0.016171408998093374,2022-04-27,① 一季报披露
000925,2022,0.0,0.15019738979943914,2022-04-27,① 一季报披露
000926,2022,0.0,0.1260692517775425,2022-04-27,① 一季报披露
000927,2022,0.0,0.05113458353463217,2022-04-28,① 一季报披露
000928,2022,0.0,0.016640543039114962,2022-04-18,① 一季报披露
000929,2022,1.0,0.4366741367357144,2022-04-15,① 一季报披露
000930,2022,0.0,0.021040725428029497,2022-04-29,① 一季报披露
000931,2022,1.0,0.26104673299517733,2022-04-27,① 一季报披露
000932,2022,0.0,0.009011883020546898,2022-04-30,① 一季报披露
000933,2022,0.0,0.014050978178062775,2022-04-26,① 一季报披露
000935,2022,0.0,0.023595243200558946,2022-04-30,① 一季报披露
000936,2022,0.0,0.15744249818918044,2022-04-27,① 一季报披露
000937,2022,0.0,0.009246924829877014,2022-04-29,① 一季报披露
000938,2022,0.0,0.025871187610805115,2022-04-29,① 一季报披露
000948,2022,0.0,0.05501143795050217,2022-04-27,① 一季报披露
000949,2022,1.0,0.10919821220884383,2022-04-30,① 一季报披露
000950,2022,0.0,0.024376460183458137,2022-04-30,① 一季报披露
000951,2022,0.0,0.06957631229734956,2022-04-23,① 一季报披露
000952,2022,0.0,0.04621686164680715,2022-04-29,① 一季报披露
000953,2022,1.0,0.24941523020266035,2022-04-30,① 一季报披露
000955,2022,1.0,0.46250555506575064,2022-04-29,① 一季报披露
000957,2022,0.0,0.1571994822158513,2022-04-30,① 一季报披露
000958,2022,0.0,0.05302559918038954,2022-04-26,① 一季报披露
000959,2022,0.0,0.00949196581687836,2022-04-29,① 一季报披露
000960,2022,0.0,0.00976285825831894,2022-04-27,① 一季报披露
000962,2022,0.0,0.022537288643515764,2022-04-26,① 一季报披露
000963,2022,0.0,0.010459758123235486,2022-04-28,① 一季报披露
000965,2022,0.0,0.05467074343876812,2022-04-27,① 一季报披露
000966,2022,0.0,0.1324073870089916,2022-04-29,① 一季报披露
000967,2022,0.0,0.1024632163236102,2022-04-30,① 一季报披露
000968,2022,0.0,0.02950839555348954,2022-04-22,① 一季报披露
000969,2022,0.0,0.02987332028221197,2022-04-23,① 一季报披露
000970,2022,0.0,0.014909649182160785,2022-04-28,① 一季报披露
000972,2022,0.0,0.3415566826613465,2022-04-27,① 一季报披露
000973,2022,0.0,0.024962874584437952,2022-04-30,① 一季报披露
000975,2022,0.0,0.024789978350188143,2022-04-30,① 一季报披露
000977,2022,0.0,0.01464384497744843,2022-04-30,① 一季报披露
000978,2022,1.0,0.5254290170843795,2022-04-29,① 一季报披露
000980,2022,1.0,0.5969580831646563,2022-04-29,① 一季报披露
000981,2022,1.0,0.15003237075318485,2022-04-30,① 一季报披露
000983,2022,0.0,0.009409099960719394,2022-04-29,① 一季报披露
000985,2022,0.0,0.04466886561850955,2022-04-30,① 一季报披露
000987,2022,0.0,0.037173370119291796,2022-04-30,① 一季报披露
000988,2022,0.0,0.02495990448373355,2022-04-28,① 一季报披露
000989,2022,0.0,0.0295941322497337,2022-04-23,① 一季报披露
000990,2022,0.0,0.029246528854568327,2022-04-27,① 一季报披露
000993,2022,0.0,0.020107428849772232,2022-04-27,① 一季报披露
000995,2022,0.0,0.14807217105962542,2022-04-28,① 一季报披露
